,age,fnlwgt,education_num,capital_gain,capital_loss,hours_per_week,y
8911,66.0,29264.684,9.0,0.0,0.0,40.0,0.0
8912,57.0,165842.6,9.0,0.0,0.0,40.0,0.0
8913,40.0,165701.11,14.0,0.0,0.0,60.0,1.0
8914,20.0,399815.6,9.0,0.0,0.0,30.0,0.0
8915,44.0,304606.72,11.0,0.0,0.0,40.0,1.0
8916,35.0,105559.336,13.0,0.0,1977.0,72.32633,1.0
8917,36.204124,202769.94,10.0,0.0,0.0,40.0,0.0
8918,51.0,210143.3,9.0,0.0,0.0,40.0,0.0
8919,49.0,175822.1,13.0,0.0,0.0,40.0,1.0
8920,39.0,215224.47,9.0,0.0,0.0,50.0,0.0
8921,49.0,335854.84,6.0,0.0,0.0,52.0,0.0
8922,42.0,295572.6,10.0,0.0,0.0,40.0,0.0
8923,31.0,232850.9,9.0,0.0,1591.4722,70.0,1.0
8924,20.0,148775.45,9.0,0.0,0.0,45.0,0.0
8925,23.0,211263.52,11.0,0.0,0.0,40.0,0.0
8926,17.0,126562.84,9.0,0.0,0.0,40.0,0.0
8927,33.0,113730.875,10.0,0.0,0.0,30.0,0.0
8928,42.0,174415.86,13.0,0.0,0.0,60.0,1.0
8929,56.0,200561.84,9.0,0.0,0.0,40.0,0.0
8930,35.0,306291.88,9.0,0.0,0.0,45.0,0.0
8931,38.0,193655.05,10.0,0.0,0.0,80.0,1.0
8932,47.0,53133.53,10.0,0.0,0.0,40.0,1.0
8933,46.0,163216.83,10.0,0.0,0.0,44.0,0.0
8934,47.0,330280.34,9.0,0.0,0.0,45.0,0.0
8935,37.0,124884.27,10.0,0.0,0.0,30.0,0.0
8936,36.317413,107795.055,13.0,0.0,0.0,45.0,0.0
8937,20.0,198125.73,9.0,0.0,0.0,40.0,0.0
8938,66.316315,58032.332,9.0,0.0,0.0,40.0,0.0
8939,18.0,311427.38,9.0,0.0,0.0,40.0,0.0
8940,22.0,103428.484,8.0,0.0,0.0,35.0,0.0
8941,36.0,166192.34,9.0,0.0,0.0,35.158863,0.0
8942,46.5472,193502.3,14.0,0.0,0.0,50.0,1.0
8943,52.0,197711.25,10.0,7688.0,0.0,40.0,0.0
8944,35.0,126087.734,9.0,0.0,4002.7788,40.0,1.0
8945,35.0,23261.516,7.0,0.0,0.0,40.0,0.0
8946,53.0,62140.543,13.0,7589.3286,0.0,40.0,1.0
8947,63.0,136550.39,9.0,0.0,0.0,35.0,0.0
8948,46.0,36350.562,10.0,0.0,0.0,15.07156,0.0
8949,39.40235,215869.42,10.0,0.0,0.0,50.0,0.0
8950,64.0,152324.52,10.0,0.0,0.0,20.0,1.0
8951,52.671055,127979.555,10.0,0.0,0.0,40.0,0.0
8952,30.0,205206.73,14.0,0.0,0.0,40.0,0.0
8953,30.0,107300.23,9.0,0.0,0.0,40.0,0.0
8954,52.0,77491.086,9.0,0.0,0.0,40.0,1.0
8955,47.0,207247.11,10.0,13998.329,0.0,40.0,0.0
8956,34.0,180209.92,10.0,0.0,0.0,40.0,1.0
8957,42.0,96090.05,13.0,0.0,0.0,40.0,0.0
8958,60.0,325102.72,9.0,0.0,0.0,50.0,1.0
8959,46.0,338219.1,9.0,0.0,0.0,40.0,0.0
8960,39.0,195978.94,13.0,0.0,0.0,40.0,1.0
8961,46.0,277222.7,7.0,0.0,0.0,40.0,0.0
8962,53.0,183393.47,9.0,0.0,0.0,48.0,0.0
8963,41.0,123012.62,15.0,0.0,0.0,40.0,0.0
8964,26.0,226448.88,13.0,0.0,0.0,40.0,0.0
8965,40.0,86613.484,9.0,0.0,0.0,40.0,0.0
8966,45.0,50869.883,9.0,0.0,0.0,50.0,1.0
8967,17.0,208805.55,10.0,0.0,0.0,10.88248,0.0
8968,35.0,164604.39,10.0,0.0,0.0,46.0,0.0
8969,45.0,131620.1,9.0,0.0,0.0,60.0,0.0
8970,67.0,177098.47,9.0,0.0,0.0,19.32637,0.0
8971,58.0,205453.39,6.0,0.0,0.0,40.0,0.0
8972,34.0,87472.945,8.0,0.0,0.0,40.0,0.0
8973,48.0,368762.9,7.0,14797.597,0.0,40.0,1.0
8974,42.0,199698.44,6.355543,0.0,0.0,40.0,1.0
8975,33.0,518214.28,9.0,0.0,0.0,40.0,1.0
8976,36.0,135502.38,9.0,0.0,0.0,45.0,0.0
8977,28.0,227711.6,9.0,0.0,0.0,40.0,0.0
8978,39.0,350967.38,9.0,0.0,0.0,40.0,0.0
8979,44.0,306744.53,9.0,0.0,0.0,40.0,0.0
8980,21.0,307472.7,9.0,0.0,0.0,36.0,0.0
8981,46.0,201077.28,9.0,0.0,0.0,40.0,0.0
8982,34.0,31521.21,9.0,0.0,0.0,40.0,0.0
8983,37.0,233334.34,16.0,0.0,0.0,40.0,0.0
8984,17.0,47786.2,7.0,0.0,0.0,15.0,0.0
8985,38.0,121852.04,9.0,99999.0,0.0,40.0,1.0
8986,21.0,170585.47,4.0,0.0,0.0,45.0,0.0
8987,41.0,169091.69,9.0,0.0,0.0,40.0,0.0
8988,43.0,60191.71,13.0,99999.0,0.0,40.0,1.0
8989,29.0,53062.465,7.1691556,0.0,0.0,50.0,0.0
8990,45.0,210159.23,9.0,0.0,0.0,30.0,0.0
8991,22.0,181834.81,9.0,0.0,0.0,20.0,0.0
8992,26.0,174511.17,9.0,0.0,0.0,40.0,0.0
8993,37.0,166617.55,10.0,0.0,0.0,40.0,0.0
8994,31.0,48505.695,14.0,0.0,0.0,40.0,0.0
8995,56.58595,184978.66,8.0,0.0,0.0,40.0,0.0
8996,22.0,160541.55,13.0,0.0,0.0,40.0,0.0
8997,45.0,91656.7,9.0,0.0,0.0,40.0,0.0
8998,31.0,336827.94,15.0,0.0,0.0,35.0,1.0
8999,49.0,347711.38,9.0,0.0,0.0,40.0,0.0
9000,57.0,113373.96,10.0,0.0,0.0,38.0,0.0
9001,38.0,338663.88,10.0,0.0,0.0,70.89187,1.0
9002,52.0,234938.22,10.0,0.0,0.0,40.0,0.0
9003,19.0,296568.38,9.0,4280.865,0.0,40.0,0.0
9004,23.0,290540.03,9.0,0.0,0.0,20.0,0.0
9005,46.0,98211.664,10.0,0.0,0.0,50.0,1.0
9006,40.0,137891.0,10.0,0.0,0.0,40.0,0.0
9007,24.0,193815.94,11.0,0.0,0.0,30.0,0.0
9008,31.0,236310.16,10.0,0.0,0.0,40.0,0.0
9009,37.427387,36534.254,11.0,0.0,0.0,45.0,0.0
9010,26.0,211501.08,10.0,0.0,0.0,45.0,0.0
9011,21.0,219329.52,9.0,0.0,0.0,24.0,0.0
9012,28.0,184839.61,16.0,99999.0,0.0,50.0,1.0
9013,43.0,108996.19,11.0,0.0,0.0,84.47072,1.0
9014,28.0,233448.25,9.0,0.0,0.0,60.0,0.0
9015,30.0,190908.95,10.0,0.0,0.0,25.0,0.0
9016,31.0,105506.49,9.0,0.0,0.0,50.0,1.0
9017,44.0,121738.4,16.0,15024.0,0.0,71.25195,1.0
9018,20.0,216123.44,9.0,0.0,0.0,40.0,0.0
9019,47.0,155333.05,9.0,15024.0,0.0,50.0,1.0
9020,46.0,201804.55,14.0,0.0,0.0,35.0,1.0
9021,28.0,122146.99,9.0,0.0,0.0,40.0,0.0
9022,23.0,133569.53,9.0,2505.6978,0.0,40.0,0.0
9023,47.0,387404.1,10.0,8614.0,0.0,50.0,1.0
9024,39.32269,115561.99,14.0,0.0,0.0,30.0,0.0
9025,37.0,93507.46,14.0,0.0,0.0,40.0,1.0
9026,41.0,196295.03,9.0,0.0,0.0,40.0,0.0
9027,20.0,591873.44,9.0,0.0,0.0,40.0,0.0
9028,54.01442,38906.547,9.0,0.0,0.0,24.0,0.0
9029,76.838356,162174.27,9.0,0.0,0.0,60.0,0.0
9030,86.510994,184100.72,3.0,0.0,0.0,10.0,0.0
9031,52.0,429673.94,10.0,0.0,1740.0,98.68013,0.0
9032,24.0,300643.2,7.0,0.0,0.0,40.0,0.0
9033,25.0,81399.58,9.0,0.0,0.0,40.0,0.0
9034,47.0,163831.44,10.0,0.0,0.0,40.0,0.0
9035,49.0,21745.11,9.0,0.0,0.0,40.0,0.0
9036,65.0,336091.5,7.0,861.94073,0.0,50.0,0.0
9037,50.0,172357.75,10.0,0.0,0.0,40.0,0.0
9038,30.0,137620.42,12.0,0.0,0.0,60.0,1.0
9039,49.0,108202.125,9.0,0.0,0.0,40.0,0.0
9040,24.0,280354.56,10.0,0.0,0.0,40.0,0.0
9041,34.0,286518.97,7.0,0.0,0.0,50.0,0.0
9042,38.0,56373.742,5.0,0.0,0.0,40.0,0.0
9043,21.0,185275.92,12.0,0.0,0.0,50.0,0.0
9044,41.0,123189.23,10.0,0.0,0.0,40.0,0.0
9045,47.0,224596.19,9.0,0.0,0.0,40.0,0.0
9046,35.0,205872.52,10.0,0.0,0.0,32.0,0.0
9047,27.0,21315.994,9.0,0.0,0.0,40.0,0.0
9048,61.0,42077.645,13.0,0.0,1902.0,40.0,0.0
9049,27.0,309700.47,9.0,0.0,0.0,38.0,0.0
9050,27.0,43560.46,11.0,0.0,0.0,40.0,0.0
9051,34.0,112546.46,9.0,0.0,0.0,40.0,0.0
9052,69.0,344457.25,9.0,0.0,0.0,40.0,0.0
9053,49.861763,187202.5,10.0,0.0,0.0,40.0,0.0
9054,27.0,370453.1,10.0,0.0,0.0,40.0,0.0
9055,46.0,141503.33,10.0,0.0,0.0,45.0,1.0
9056,50.0,89509.83,9.0,0.0,0.0,40.0,0.0
9057,68.0,148057.81,13.0,0.0,0.0,24.0,0.0
9058,37.0,56954.98,12.0,0.0,0.0,50.0,1.0
9059,38.0,213290.88,10.0,0.0,0.0,40.0,0.0
9060,88.77822,220974.98,9.0,0.0,0.0,40.0,0.0
9061,18.0,186534.9,9.0,0.0,0.0,40.0,0.0
9062,38.0,181233.62,9.0,0.0,0.0,40.0,0.0
9063,43.0,196766.95,9.0,0.0,0.0,40.0,0.0
9064,43.0,78374.63,10.0,0.0,0.0,40.0,1.0
9065,50.0,151407.22,11.0,0.0,0.0,40.0,0.0
9066,22.0,48156.74,11.0,0.0,0.0,40.0,0.0
9067,67.0,154358.86,10.0,0.0,0.0,40.0,0.0
9068,46.0,111308.73,9.0,0.0,0.0,40.0,0.0
9069,33.0,224762.53,9.0,0.0,0.0,40.0,1.0
9070,57.0,29777.957,10.0,0.0,0.0,40.0,0.0
9071,44.0,112963.27,6.0,0.0,0.0,50.0,1.0
9072,17.0,211103.42,9.0,0.0,0.0,40.0,0.0
9073,36.0,200125.19,9.0,0.0,0.0,40.0,0.0
9074,23.0,240360.03,4.0,0.0,0.0,35.0,0.0
9075,39.0,145189.77,13.0,0.0,0.0,48.0,0.0
9076,25.0,34676.168,9.0,0.0,0.0,40.0,0.0
9077,59.0,53708.797,9.0,0.0,0.0,40.0,0.0
9078,28.903008,152897.33,9.0,0.0,0.0,40.0,0.0
9079,18.0,219373.7,9.0,0.0,0.0,20.0,0.0
9080,38.0,134025.95,9.0,0.0,0.0,40.0,0.0
9081,44.0,472989.06,11.0,0.0,0.0,40.0,0.0
9082,21.0,208525.47,9.0,0.0,0.0,30.0,0.0
9083,29.0,295422.84,14.0,0.0,0.0,40.0,1.0
9084,34.0,117731.016,13.0,0.0,0.0,60.0,0.0
9085,67.0,143696.33,5.0,0.0,0.0,40.0,0.0
9086,51.0,154729.23,9.0,2174.4421,0.0,35.0,0.0
9087,40.0,193511.56,13.0,0.0,0.0,40.0,0.0
9088,29.0,37619.08,9.0,0.0,0.0,40.0,0.0
9089,73.8396,91756.766,4.0,0.0,0.0,50.0,0.0
9090,51.23918,124654.48,13.0,99999.0,0.0,40.0,1.0
9091,19.0,221693.33,10.0,0.0,0.0,40.0,0.0
9092,31.0,182064.36,16.0,15024.0,0.0,44.0,1.0
9093,52.0,145619.62,14.0,0.0,0.0,40.0,1.0
9094,30.0,162509.98,10.0,0.0,0.0,40.0,0.0
9095,61.0,105265.164,12.0,0.0,0.0,15.0,0.0
9096,45.0,167333.25,10.0,0.0,0.0,41.0,0.0
9097,58.002792,49353.453,7.0,0.0,0.0,50.0,0.0
9098,41.0,158001.3,13.0,0.0,0.0,40.0,0.0
9099,23.0,182184.95,10.0,0.0,0.0,40.0,0.0
9100,37.0,102688.0,12.0,0.0,0.0,40.0,0.0
9101,43.0,173726.2,10.0,0.0,0.0,50.0,0.0
9102,28.388994,138343.42,10.0,0.0,0.0,50.0,0.0
9103,44.0,123284.375,12.0,0.0,0.0,40.0,0.0
9104,41.0,106603.516,9.0,0.0,0.0,99.0,0.0
9105,33.0,53525.45,10.0,0.0,0.0,40.0,0.0
9106,39.0,130092.516,9.0,0.0,0.0,40.0,0.0
9107,25.0,227415.16,9.0,0.0,0.0,40.0,0.0
9108,20.0,247488.56,3.0,0.0,0.0,40.0,0.0
9109,51.0,237456.22,13.0,0.0,0.0,40.0,0.0
9110,54.0,100344.76,9.0,0.0,0.0,99.0,0.0
9111,36.0,197524.02,14.0,0.0,0.0,40.0,0.0
9112,70.1928,219593.75,13.0,0.0,0.0,35.0,0.0
9113,40.0,268020.03,9.0,0.0,0.0,38.0,0.0
9114,20.0,213231.89,10.0,0.0,0.0,35.0,0.0
9115,21.0,138204.83,10.0,0.0,0.0,30.0,0.0
9116,57.0,321382.97,14.0,0.0,0.0,70.0,1.0
9117,36.0,167213.97,10.0,0.0,0.0,32.0,0.0
9118,59.0,48968.992,13.0,0.0,0.0,40.0,0.0
9119,39.0,205743.56,10.0,0.0,0.0,55.0,1.0
9120,43.0,34663.074,9.0,0.0,0.0,45.0,0.0
9121,23.0,347573.38,13.0,0.0,0.0,60.0,0.0
9122,52.0,58263.234,10.0,0.0,0.0,50.0,0.0
9123,46.0,22338.062,11.0,0.0,0.0,40.0,0.0
9124,51.0,242792.0,10.0,0.0,0.0,40.210754,1.0
9125,76.579765,74927.3,8.0,0.0,0.0,40.0,0.0
9126,18.0,117163.21,7.7827835,0.0,0.0,25.0,0.0
9127,44.0,42940.395,13.0,0.0,0.0,60.0,1.0
9128,23.0,129266.01,9.0,0.0,0.0,34.522472,0.0
9129,48.0,192470.28,9.0,0.0,0.0,40.0,1.0
9130,27.0,176982.28,10.0,0.0,0.0,50.0,0.0
9131,45.0,113016.07,13.0,0.0,0.0,45.0,1.0
9132,66.79293,257944.61,13.0,0.0,0.0,40.0,1.0
9133,38.0,32118.47,13.0,0.0,0.0,40.0,1.0
9134,37.0,33992.27,9.0,0.0,0.0,40.0,0.0
9135,20.0,132552.84,10.0,0.0,0.0,38.77559,0.0
9136,29.0,170070.78,10.0,0.0,0.0,52.0,0.0
9137,24.0,125655.72,13.0,0.0,0.0,35.0,0.0
9138,34.0,163694.14,13.0,0.0,0.0,40.0,0.0
9139,50.0,153244.73,7.0,0.0,0.0,40.0,0.0
9140,63.0,110065.586,16.0,0.0,0.0,11.637122,1.0
9141,60.0,127846.766,7.0,0.0,0.0,45.0,1.0
9142,26.0,249000.66,11.0,0.0,0.0,40.0,1.0
9143,32.0,156241.77,9.0,0.0,0.0,40.0,0.0
9144,28.0,252025.2,11.0,15024.0,0.0,53.441048,0.0
9145,43.0,227777.39,13.0,99999.0,0.0,46.0,1.0
9146,53.0,89130.64,10.0,0.0,0.0,55.0,0.0
9147,52.0,108173.59,1.0,0.0,0.0,40.0,0.0
9148,38.0,348136.1,10.0,0.0,0.0,45.0,0.0
9149,58.0,238722.72,9.0,0.0,0.0,40.0,0.0
9150,41.0,174713.25,14.0,0.0,0.0,40.0,1.0
9151,39.0,199919.27,9.0,0.0,0.0,40.0,0.0
9152,18.0,39802.64,6.258875,0.0,0.0,30.0,0.0
9153,40.0,216119.6,12.0,0.0,0.0,40.0,0.0
9154,60.0,99333.06,10.0,0.0,0.0,40.0,0.0
9155,22.0,105165.27,13.0,99999.0,0.0,42.0,1.0
9156,30.0,135044.31,9.0,0.0,0.0,38.0,0.0
9157,51.0,79156.95,13.0,0.0,0.0,50.0,1.0
9158,40.0,256310.44,9.0,99999.0,0.0,40.0,1.0
9159,33.0,187203.39,9.0,0.0,0.0,45.0,0.0
9160,29.0,215485.95,9.0,0.0,0.0,35.0,0.0
9161,29.0,140937.45,10.0,0.0,0.0,42.0,0.0
9162,72.75052,138027.31,13.0,14257.249,0.0,24.0,0.0
9163,40.0,67206.65,9.0,0.0,0.0,50.0,0.0
9164,89.07389,56925.594,13.0,0.0,0.0,24.0,0.0
9165,20.0,177445.31,10.0,0.0,0.0,40.0,0.0
9166,24.0,230978.5,13.0,0.0,0.0,12.0,0.0
9167,23.0,171033.16,3.0,0.0,0.0,35.0,0.0
9168,51.0,124678.91,10.0,0.0,0.0,40.0,0.0
9169,34.0,372698.56,9.0,0.0,0.0,40.0,0.0
9170,41.0,180758.88,10.0,0.0,0.0,50.0,1.0
9171,49.0,188130.17,9.0,0.0,0.0,15.649159,0.0
9172,65.0,203568.4,10.0,0.0,0.0,40.0,0.0
9173,27.0,144351.42,13.0,0.0,0.0,40.0,1.0
9174,30.0,159289.77,9.0,0.0,0.0,40.0,0.0
9175,38.0,225542.78,13.0,0.0,0.0,40.0,0.0
9176,62.0,248963.47,10.0,15024.0,0.0,45.0,1.0
9177,20.0,139168.84,13.0,0.0,0.0,50.0,0.0
9178,40.0,149996.58,10.0,0.0,0.0,45.0,0.0
9179,68.85383,240437.86,13.0,0.0,0.0,40.0,0.0
9180,44.0,107269.5,10.0,0.0,0.0,60.0,0.0
9181,34.0,112452.51,9.0,2194.0015,0.0,38.0,0.0
9182,63.188828,130858.04,9.0,0.0,0.0,40.0,0.0
9183,23.0,192804.03,10.0,0.0,0.0,31.512817,0.0
9184,25.0,52488.453,9.0,0.0,0.0,40.0,0.0
9185,54.0,203979.38,9.0,0.0,1896.7659,50.0,0.0
9186,31.0,233904.39,5.0,0.0,0.0,50.0,0.0
9187,33.0,27434.334,13.0,0.0,0.0,35.0,0.0
9188,27.0,214796.38,9.0,0.0,0.0,40.0,0.0
9189,31.0,183818.58,6.0,0.0,0.0,40.0,0.0
9190,40.0,127644.8,10.0,0.0,0.0,40.0,1.0
9191,40.0,201172.8,16.0,99999.0,0.0,40.0,1.0
9192,24.0,151660.16,13.0,0.0,0.0,25.0,0.0
9193,62.0,347384.0,9.0,0.0,0.0,45.0,0.0
9194,47.0,218950.81,10.0,0.0,2333.9048,35.0,1.0
9195,65.0,204195.55,9.0,0.0,0.0,48.0,0.0
9196,26.0,279836.44,13.0,7552.005,0.0,40.0,0.0
9197,33.0,197340.67,10.0,0.0,0.0,40.0,0.0
9198,34.0,268110.34,10.0,0.0,0.0,25.0,0.0
9199,51.0,59189.445,9.0,0.0,0.0,25.0,0.0
9200,35.0,192852.86,5.0,0.0,0.0,40.0,0.0
9201,52.0,280174.97,14.0,3234.2014,0.0,55.0,1.0
9202,34.0,140681.1,9.0,0.0,0.0,40.0,0.0
9203,29.0,381579.78,13.0,0.0,0.0,40.0,0.0
9204,40.0,112281.66,13.0,0.0,0.0,50.0,1.0
9205,34.0,236976.33,9.0,0.0,0.0,40.0,0.0
9206,17.0,117848.25,12.0,0.0,0.0,25.0,0.0
9207,38.0,38624.246,9.0,0.0,0.0,16.0,0.0
9208,34.0,225112.2,14.0,0.0,0.0,35.0,0.0
9209,56.0,202174.22,5.0,0.0,0.0,40.0,0.0
9210,55.0,117464.08,9.0,0.0,0.0,40.0,0.0
9211,18.0,319217.22,9.0,0.0,0.0,40.0,0.0
9212,55.0,227910.66,9.0,0.0,0.0,42.0,1.0
9213,47.0,178441.69,13.0,0.0,0.0,40.0,1.0
9214,62.0,31153.121,16.0,38708.758,0.0,50.0,1.0
9215,28.0,190355.69,10.0,0.0,0.0,35.0,0.0
9216,47.0,169224.62,11.0,0.0,0.0,32.0,0.0
9217,34.0,309362.4,9.0,99999.0,0.0,40.0,1.0
9218,39.0,175169.64,10.0,0.0,0.0,43.0,0.0
9219,31.0,33259.234,13.0,0.0,0.0,60.0,1.0
9220,43.0,119190.56,13.0,0.0,0.0,20.0,0.0
9221,25.0,172692.94,13.0,0.0,0.0,40.0,0.0
9222,40.0,172041.16,9.0,0.0,0.0,35.0,0.0
9223,24.0,108400.63,13.0,0.0,0.0,40.0,0.0
9224,20.0,182469.12,9.0,0.0,0.0,32.0,0.0
9225,44.0,184891.45,16.0,0.0,0.0,40.0,1.0
9226,39.0,176080.02,10.0,0.0,0.0,39.0,0.0
9227,17.0,266533.88,2.0,0.0,0.0,15.0,0.0
9228,36.0,191787.05,1.0842266,8614.0,0.0,30.0,0.0
9229,38.0,253504.48,9.0,0.0,0.0,40.0,0.0
9230,58.3029,39110.746,10.0,0.0,0.0,40.0,1.0
9231,23.0,366075.1,10.0,0.0,0.0,35.0,0.0
9232,32.0,49317.926,10.0,0.0,0.0,48.0,0.0
9233,22.0,136105.92,10.0,0.0,0.0,40.0,1.0
9234,37.0,154074.0,12.0,0.0,0.0,32.0,1.0
9235,42.0,144322.22,8.0,0.0,0.0,40.0,0.0
9236,29.0,172442.28,9.0,0.0,0.0,40.0,0.0
9237,43.770805,231142.17,13.0,0.0,0.0,36.0,1.0
9238,27.0,283586.78,9.0,0.0,0.0,40.0,0.0
9239,18.0,348534.72,4.0,0.0,0.0,35.0,0.0
9240,45.0,193490.4,5.0,0.0,0.0,25.38876,0.0
9241,43.0,66863.266,9.0,0.0,0.0,50.0,0.0
9242,29.0,152597.39,5.0,0.0,0.0,40.0,0.0
9243,43.0,107447.86,10.0,0.0,0.0,40.0,1.0
9244,32.0,104438.445,10.0,0.0,0.0,40.0,0.0
9245,44.0,222158.44,9.0,0.0,0.0,40.0,0.0
9246,20.762583,147384.39,9.0,0.0,0.0,30.0,0.0
9247,50.0,29743.785,9.0,0.0,0.0,50.0,0.0
9248,43.0,179682.11,16.0,0.0,0.0,38.0,1.0
9249,33.0,237097.73,14.0,0.0,0.0,40.0,0.0
9250,47.0,232885.77,9.0,0.0,0.0,45.0,0.0
9251,33.0,304064.56,10.0,0.0,0.0,48.0,0.0
9252,43.837296,221120.03,9.454302,0.0,0.0,40.0,1.0
9253,33.0,139955.17,10.0,0.0,0.0,50.0,1.0
9254,45.0,45924.47,9.0,0.0,0.0,40.0,0.0
9255,38.0,388849.84,10.0,0.0,0.0,60.0,1.0
9256,33.0,49537.926,15.0,0.0,0.0,40.0,1.0
9257,27.0,78611.35,13.0,0.0,0.0,40.0,0.0
9258,36.0,152089.47,10.0,0.0,0.0,40.0,0.0
9259,26.0,135267.86,9.0,0.0,0.0,40.0,0.0
9260,63.0,227188.3,9.0,0.0,0.0,40.0,0.0
9261,33.0,198808.9,6.0,0.0,0.0,50.0,0.0
9262,76.373764,132838.16,8.0,0.0,0.0,40.0,0.0
9263,52.0,175295.36,13.0,0.0,0.0,40.0,1.0
9264,48.0,39016.043,10.0,0.0,0.0,40.0,1.0
9265,53.0,55577.14,13.0,0.0,0.0,40.0,0.0
9266,48.0,382006.2,8.0,0.0,0.0,40.0,0.0
9267,26.0,168944.05,9.0,0.0,0.0,50.0,1.0
9268,57.0,221606.44,10.0,0.0,0.0,40.0,0.0
9269,67.12149,276902.97,2.0,0.0,0.0,40.0,0.0
9270,50.0,175404.61,10.0,0.0,0.0,40.0,0.0
9271,35.0,137803.84,9.0,0.0,0.0,45.0,0.0
9272,38.0,141061.14,14.0,0.0,0.0,35.0,1.0
9273,44.0,151368.12,9.0,0.0,0.0,40.0,0.0
9274,26.0,278815.0,9.0,0.0,0.0,35.0,0.0
9275,31.0,378635.6,10.0,0.0,0.0,40.0,0.0
9276,24.0,176810.08,9.0,99999.0,0.0,40.0,0.0
9277,39.0,236269.44,9.0,0.0,0.0,40.0,0.0
9278,33.0,578677.1,15.0,0.0,0.0,40.43527,1.0
9279,60.786167,27736.588,9.0,0.0,0.0,50.0,0.0
9280,47.0,131866.56,10.0,7688.0,0.0,25.0,0.0
9281,33.0,185399.58,14.0,0.0,0.0,32.0,0.0
9282,17.0,288381.56,9.0,0.0,0.0,4.496415,0.0
9283,21.0,198783.88,10.0,0.0,0.0,40.0,1.0
9284,19.0,190202.02,9.0,0.0,0.0,40.0,0.0
9285,45.0,204497.08,9.0,0.0,0.0,27.646233,0.0
9286,40.0,161987.97,9.0,0.0,0.0,40.0,0.0
9287,46.0,66964.66,13.0,0.0,0.0,40.0,0.0
9288,38.0,198735.3,11.0,0.0,0.0,40.0,0.0
9289,37.0,225013.6,6.0,0.0,0.0,40.0,0.0
9290,43.0,327239.7,10.0,6163.864,0.0,48.0,0.0
9291,58.0,42289.375,9.0,42320.105,0.0,50.0,1.0
9292,25.0,132910.56,9.0,0.0,0.0,35.0,0.0
9293,59.0,210523.7,9.0,0.0,0.0,40.0,0.0
9294,28.0,32487.32,10.0,0.0,0.0,20.0,0.0
9295,42.0,166980.8,9.0,0.0,0.0,55.0,1.0
9296,48.0,236297.06,9.0,0.0,0.0,40.0,1.0
9297,19.0,27124.021,6.9987803,0.0,0.0,30.0,0.0
9298,67.27243,122164.17,13.0,0.0,0.0,20.0,0.0
9299,34.0,74890.8,9.0,0.0,0.0,40.0,0.0
9300,21.0,255774.34,9.0,0.0,0.0,40.0,0.0
9301,43.0,399139.47,7.0,0.0,0.0,40.0,0.0
9302,50.0,177488.89,11.0,99999.0,0.0,56.0,1.0
9303,29.0,339017.75,10.0,0.0,0.0,32.915928,0.0
9304,42.0,107114.484,9.0,0.0,0.0,40.0,0.0
9305,46.0,84598.92,10.0,0.0,0.0,40.0,1.0
9306,24.0,172922.62,9.0,0.0,0.0,50.0,0.0
9307,29.0,32745.18,10.0,0.0,0.0,40.0,0.0
9308,48.0,223839.7,9.0,0.0,0.0,40.0,0.0
9309,55.0,147253.84,14.0,0.0,0.0,45.0,1.0
9310,26.0,166902.39,9.0,0.0,0.0,40.0,0.0
9311,35.0,78168.97,11.0,0.0,0.0,60.0,1.0
9312,29.0,238541.92,9.0,0.0,2376.7234,50.0,0.0
9313,26.0,103433.52,10.0,0.0,0.0,40.0,0.0
9314,51.0,107618.04,7.0,0.0,0.0,37.0,0.0
9315,41.0,115356.695,14.0,0.0,0.0,55.0,1.0
9316,24.0,280913.94,12.0,0.0,0.0,42.0,0.0
9317,51.0,68104.54,9.0,0.0,0.0,15.0,0.0
9318,32.0,257527.0,10.0,0.0,0.0,40.0,0.0
9319,54.0,214834.52,11.0,0.0,0.0,16.0,0.0
9320,19.0,175748.27,9.0,0.0,0.0,40.0,0.0
9321,24.0,104693.83,10.0,0.0,0.0,40.0,0.0
9322,29.726086,78099.72,6.3523293,0.0,0.0,45.0,0.0
9323,28.0,23386.096,10.0,18520.896,0.0,40.0,0.0
9324,40.0,280220.03,9.0,0.0,0.0,56.0,0.0
9325,46.0,199853.52,13.0,0.0,0.0,60.0,1.0
9326,57.0,239072.12,10.0,0.0,0.0,35.0,1.0
9327,42.0,243030.25,13.0,0.0,0.0,50.0,1.0
9328,52.0,211531.53,13.0,0.0,0.0,40.0,0.0
9329,45.0,61744.3,9.0,0.0,0.0,40.0,0.0
9330,33.0,96312.695,13.0,0.0,0.0,40.0,0.0
9331,35.0,338508.88,7.0,0.0,0.0,40.0,0.0
9332,52.0,161322.27,16.0,0.0,0.0,40.0,0.0
9333,33.0,194933.39,10.0,0.0,0.0,40.0,0.0
9334,43.0,185139.81,13.0,0.0,0.0,99.0,0.0
9335,45.0,354844.97,13.0,0.0,0.0,75.0,1.0
9336,40.0,50186.312,10.0,0.0,0.0,29.504467,0.0
9337,44.0,318943.12,9.0,0.0,0.0,40.0,0.0
9338,29.0,167112.73,8.0,0.0,0.0,45.0,0.0
9339,22.0,144517.67,10.0,0.0,0.0,40.0,0.0
9340,21.0,203939.64,9.0,0.0,0.0,9.043059,0.0
9341,17.0,319305.5,9.0,0.0,0.0,16.0,0.0
9342,36.0,234971.72,13.0,0.0,0.0,40.0,1.0
